longitude,latitude,date,cases,Org.ID,raster_value
114.187767,22.319557999999997,2020-02-04,1,511,11.707540512084961
114.188121,22.2826304,2020-02-22,1,618,6.080691337585449
114.206868,22.2859106,2020-02-13,1,604,6.080691337585449
114.206868,22.2859106,2020-02-16,1,604,6.080691337585449
114.207664,22.2333433,2020-02-14,1,610,8.138249397277832
114.225,22.315,2020-02-03,1,476,16.17418670654297
114.234404,22.307989000000003,2020-02-04,1,510,16.17418670654297
114.26873779299999,29.8943271640001,2020-02-18,7,208,84.1539535522461
114.26873779299999,29.8943271640001,2020-01-28,27,208,84.1539535522461
114.26873779299999,29.8943271640001,2020-02-13,9,208,84.1539535522461
114.26873779299999,29.8943271640001,2020-01-27,21,208,84.1539535522461
114.26873779299999,29.8943271640001,2020-02-05,36,208,84.1539535522461
114.26873779299999,29.8943271640001,2020-02-04,52,208,84.1539535522461
114.26873779299999,29.8943271640001,2020-02-16,12,208,84.1539535522461
114.26873779299999,29.8943271640001,2020-02-06,15,208,84.1539535522461
114.26873779299999,29.8943271640001,2020-01-29,21,208,84.1539535522461
114.26873779299999,29.8943271640001,2020-01-31,36,208,84.1539535522461
114.26873779299999,29.8943271640001,2020-01-30,18,208,84.1539535522461
114.26873779299999,29.8943271640001,2020-02-12,10,208,84.1539535522461
114.26873779299999,29.8943271640001,2020-02-02,40,208,84.1539535522461
114.26873779299999,29.8943271640001,2020-02-15,108,208,84.1539535522461
114.26873779299999,29.8943271640001,2020-02-11,8,208,84.1539535522461
114.26873779299999,29.8943271640001,2020-02-01,40,208,84.1539535522461
114.26873779299999,29.8943271640001,2020-02-17,9,208,84.1539535522461
114.26873779299999,29.8943271640001,2020-02-03,50,208,84.1539535522461
114.26873779299999,29.8943271640001,2020-02-14,198,208,84.1539535522461
114.26873779299999,29.8943271640001,2020-02-20,2,208,84.1539535522461
114.26873779299999,29.8943271640001,2020-02-08,33,208,84.1539535522461
114.26873779299999,29.8943271640001,2020-02-07,44,208,84.1539535522461
114.26873779299999,29.8943271640001,2020-01-26,43,208,84.1539535522461
114.26873779299999,29.8943271640001,2020-02-10,14,208,84.1539535522461
114.26873779299999,29.8943271640001,2020-02-22,2,208,84.1539535522461
114.26873779299999,29.8943271640001,2020-02-09,17,208,84.1539535522461
114.291938782,30.5675144200001,2020-01-11,41,1,9.913750648498535
114.291938782,30.5675144200001,2020-01-18,4,1,9.913750648498535
114.291938782,30.5675144200001,2020-01-24,70,1,9.913750648498535
114.291938782,30.5675144200001,2020-01-19,17,1,9.913750648498535
114.291938782,30.5675144200001,2020-02-21,539,1,9.913750648498535
114.291938782,30.5675144200001,2020-01-20,136,1,9.913750648498535
114.291938782,30.5675144200001,2020-02-11,1552,1,9.913750648498535
114.291938782,30.5675144200001,2020-02-29,420,1,9.913750648498535
114.291938782,30.5675144200001,2020-01-27,80,1,9.913750648498535
114.291938782,30.5675144200001,2020-02-03,1033,1,9.913750648498535
114.291938782,30.5675144200001,2020-02-15,1923,1,9.913750648498535
114.291938782,30.5675144200001,2020-02-02,894,1,9.913750648498535
114.291938782,30.5675144200001,2020-01-28,892,1,9.913750648498535
114.291938782,30.5675144200001,2020-02-09,1379,1,9.913750648498535
114.291938782,30.5675144200001,2020-02-28,313,1,9.913750648498535
114.291938782,30.5675144200001,2020-01-30,356,1,9.913750648498535
114.291938782,30.5675144200001,2020-02-13,13436,1,9.913750648498535
114.291938782,30.5675144200001,2020-01-21,60,1,9.913750648498535
114.291938782,30.5675144200001,2020-02-16,1548,1,9.913750648498535
114.291938782,30.5675144200001,2020-02-20,615,1,9.913750648498535
114.291938782,30.5675144200001,2020-01-26,46,1,9.913750648498535
114.291938782,30.5675144200001,2020-02-12,1104,1,9.913750648498535
114.291938782,30.5675144200001,2020-02-23,573,1,9.913750648498535
114.291938782,30.5675144200001,2020-02-14,2997,1,9.913750648498535
114.291938782,30.5675144200001,2020-03-01,565,1,9.913750648498535
114.291938782,30.5675144200001,2020-02-25,464,1,9.913750648498535
114.291938782,30.5675144200001,2020-02-04,1242,1,9.913750648498535
114.291938782,30.5675144200001,2020-03-02,193,1,9.913750648498535
114.291938782,30.5675144200001,2020-02-19,1660,1,9.913750648498535
114.291938782,30.5675144200001,2020-02-22,315,1,9.913750648498535
114.291938782,30.5675144200001,2020-02-24,153,1,9.913750648498535
114.291938782,30.5675144200001,2020-02-17,1690,1,9.913750648498535
114.291938782,30.5675144200001,2020-02-26,370,1,9.913750648498535
114.291938782,30.5675144200001,2020-01-31,378,1,9.913750648498535
114.291938782,30.5675144200001,2020-02-08,1985,1,9.913750648498535
114.291938782,30.5675144200001,2020-02-05,1967,1,9.913750648498535
114.291938782,30.5675144200001,2020-02-18,1600,1,9.913750648498535
114.291938782,30.5675144200001,2020-02-07,1501,1,9.913750648498535
114.291938782,30.5675144200001,2020-02-27,383,1,9.913750648498535
114.291938782,30.5675144200001,2020-01-22,167,1,9.913750648498535
114.291938782,30.5675144200001,2020-02-06,1766,1,9.913750648498535
114.291938782,30.5675144200001,2020-01-25,77,1,9.913750648498535
114.291938782,30.5675144200001,2020-01-29,315,1,9.913750648498535
114.291938782,30.5675144200001,2020-02-10,1920,1,9.913750648498535
114.291938782,30.5675144200001,2020-02-01,576,1,9.913750648498535
114.3093,35.72307,2020-01-29,1,305,49.131465911865234
114.3093,35.72307,2020-02-06,1,305,49.131465911865234
114.3093,35.72307,2020-02-07,2,305,49.131465911865234
114.3093,35.72307,2020-02-03,2,305,49.131465911865234
114.3093,35.72307,2020-01-27,2,305,49.131465911865234
114.3093,35.72307,2020-02-08,4,305,49.131465911865234
114.3278,44.48038,2020-02-03,3,506,511.0970153808594
114.3525,35.87894,2020-02-03,4,235,21.19197654724121
114.3525,35.87894,2020-01-29,5,235,21.19197654724121
114.3525,35.87894,2020-02-14,1,235,21.19197654724121
114.3525,35.87894,2020-01-27,8,235,21.19197654724121
114.3525,35.87894,2020-02-05,2,235,21.19197654724121
114.3525,35.87894,2020-02-04,2,235,21.19197654724121
114.3525,35.87894,2020-02-07,3,235,21.19197654724121
114.3525,35.87894,2020-02-06,3,235,21.19197654724121
114.3525,35.87894,2020-02-02,4,235,21.19197654724121
114.3525,35.87894,2020-01-30,4,235,21.19197654724121
114.3525,35.87894,2020-01-26,3,235,21.19197654724121
114.3525,35.87894,2020-02-17,1,235,21.19197654724121
114.3525,35.87894,2020-02-08,1,235,21.19197654724121
114.4384,38.13361,2020-02-05,3,87,35.09415054321289
114.4384,38.13361,2020-02-02,3,87,35.09415054321289
114.4384,38.13361,2020-01-29,2,87,35.09415054321289
114.4384,38.13361,2020-02-03,5,87,35.09415054321289
114.4384,38.13361,2020-01-23,1,87,35.09415054321289
114.4384,38.13361,2020-02-01,1,87,35.09415054321289
114.4384,38.13361,2020-01-25,4,87,35.09415054321289
114.4384,38.13361,2020-01-27,4,87,35.09415054321289
114.4384,38.13361,2020-01-31,1,87,35.09415054321289
114.4983,23.24435,2020-02-02,5,102,133.48431396484375
114.4983,23.24435,2020-02-08,12,102,133.48431396484375
114.4983,23.24435,2020-01-24,4,102,133.48431396484375
114.4983,23.24435,2020-02-17,1,102,133.48431396484375
114.4983,23.24435,2020-01-27,3,102,133.48431396484375
114.4983,23.24435,2020-02-05,4,102,133.48431396484375
114.4983,23.24435,2020-02-06,4,102,133.48431396484375
114.4983,23.24435,2020-02-14,2,102,133.48431396484375
114.4983,23.24435,2020-01-26,4,102,133.48431396484375
114.4983,23.24435,2020-01-31,3,102,133.48431396484375
114.4983,23.24435,2020-01-29,1,102,133.48431396484375
114.4983,23.24435,2020-02-04,2,102,133.48431396484375
114.4983,23.24435,2020-02-03,1,102,133.48431396484375
114.4983,23.24435,2020-02-07,2,102,133.48431396484375
114.4983,23.24435,2020-02-13,1,102,133.48431396484375
114.5375,34.6068,2020-01-27,2,298,71.92052459716797
114.5375,34.6068,2020-02-03,1,298,71.92052459716797
114.5375,34.6068,2020-02-15,1,298,71.92052459716797
114.5375,34.6068,2020-02-04,5,298,71.92052459716797
114.5375,34.6068,2020-02-08,3,298,71.92052459716797
114.5375,34.6068,2020-02-05,1,298,71.92052459716797
114.5375,34.6068,2020-02-07,1,298,71.92052459716797
114.5375,34.6068,2020-02-06,2,298,71.92052459716797
114.5375,34.6068,2020-01-29,1,298,71.92052459716797
114.5375,34.6068,2020-01-30,2,298,71.92052459716797
114.5421,36.55381,2020-01-29,2,239,38.807369232177734
114.5421,36.55381,2020-01-27,2,239,38.807369232177734
114.5421,36.55381,2020-02-03,3,239,38.807369232177734
114.5421,36.55381,2020-01-30,1,239,38.807369232177734
114.5421,36.55381,2020-01-26,2,239,38.807369232177734
114.5421,36.55381,2020-02-01,1,239,38.807369232177734
114.5421,36.55381,2020-02-06,4,239,38.807369232177734
114.5421,36.55381,2020-02-05,4,239,38.807369232177734
114.5421,36.55381,2020-01-31,3,239,38.807369232177734
114.5421,36.55381,2020-02-08,1,239,38.807369232177734
114.6612,35.46624,2020-01-29,1,362,59.88608169555664
114.7549,35.21723,2020-01-29,1,361,62.42487335205078
114.7549,35.21723,2020-01-30,1,361,62.42487335205078
114.7549,35.21723,2020-02-05,1,361,62.42487335205078
114.8155,37.21327,2020-02-05,3,309,45.932857513427734
114.8155,37.21327,2020-02-02,4,309,45.932857513427734
114.8155,37.21327,2020-01-27,2,309,45.932857513427734
114.8155,37.21327,2020-01-30,2,309,45.932857513427734
114.8155,37.21327,2020-01-29,3,309,45.932857513427734
114.8155,37.21327,2020-02-13,1,309,45.932857513427734
114.8155,37.21327,2020-02-03,2,309,45.932857513427734
114.8155,37.21327,2020-01-31,3,309,45.932857513427734
114.8248,26.97535,2020-01-29,4,110,52.04891586303711
114.8248,26.97535,2020-01-24,1,110,52.04891586303711
114.8248,26.97535,2020-02-15,1,110,52.04891586303711
114.8248,26.97535,2020-02-07,1,110,52.04891586303711
114.8248,26.97535,2020-02-03,2,110,52.04891586303711
114.8248,26.97535,2020-02-02,1,110,52.04891586303711
114.8248,26.97535,2020-01-26,2,110,52.04891586303711
114.8248,26.97535,2020-02-17,1,110,52.04891586303711
114.8248,26.97535,2020-02-06,1,110,52.04891586303711
114.8248,26.97535,2020-01-28,1,110,52.04891586303711
114.8248,26.97535,2020-01-31,4,110,52.04891586303711
114.8515,27.84546,2020-01-31,15,115,163.29129028320312
114.8515,27.84546,2020-02-04,10,115,163.29129028320312
114.8515,27.84546,2020-02-02,7,115,163.29129028320312
114.8515,27.84546,2020-02-08,5,115,163.29129028320312
114.8515,27.84546,2020-01-26,2,115,163.29129028320312
114.8515,27.84546,2020-01-28,8,115,163.29129028320312
114.8515,27.84546,2020-02-03,9,115,163.29129028320312
114.8515,27.84546,2020-01-29,17,115,163.29129028320312
114.8515,27.84546,2020-02-14,3,115,163.29129028320312
114.8515,27.84546,2020-02-05,9,115,163.29129028320312
114.8515,27.84546,2020-02-13,3,115,163.29129028320312
114.8515,27.84546,2020-01-24,1,115,163.29129028320312
114.8515,27.84546,2020-02-06,9,115,163.29129028320312
114.8515,27.84546,2020-02-19,1,115,163.29129028320312
114.8515,27.84546,2020-02-07,8,115,163.29129028320312
114.8515,27.84546,2020-02-15,2,115,163.29129028320312
114.8773,33.723859999999995,2020-01-27,10,78,45.398094177246094
114.8773,33.723859999999995,2020-02-16,4,78,45.398094177246094
114.8773,33.723859999999995,2020-01-26,4,78,45.398094177246094
114.8773,33.723859999999995,2020-02-15,1,78,45.398094177246094
114.8773,33.723859999999995,2020-02-03,5,78,45.398094177246094
114.8773,33.723859999999995,2020-01-30,11,78,45.398094177246094
114.8773,33.723859999999995,2020-02-02,6,78,45.398094177246094
114.8773,33.723859999999995,2020-02-07,2,78,45.398094177246094
114.8773,33.723859999999995,2020-01-23,1,78,45.398094177246094
114.8773,33.723859999999995,2020-02-04,4,78,45.398094177246094
114.8773,33.723859999999995,2020-02-14,1,78,45.398094177246094
114.8773,33.723859999999995,2020-02-05,3,78,45.398094177246094
114.8773,33.723859999999995,2020-02-17,1,78,45.398094177246094
114.8773,33.723859999999995,2020-01-29,10,78,45.398094177246094
114.8773,33.723859999999995,2020-02-06,1,78,45.398094177246094
114.881187439,30.402767181000097,2020-02-22,2,162,49.87799835205078
114.881187439,30.402767181000097,2020-02-04,26,162,49.87799835205078
114.881187439,30.402767181000097,2020-02-29,1,162,49.87799835205078
114.881187439,30.402767181000097,2020-02-16,38,162,49.87799835205078
114.881187439,30.402767181000097,2020-02-13,204,162,49.87799835205078
114.881187439,30.402767181000097,2020-01-29,27,162,49.87799835205078
114.881187439,30.402767181000097,2020-01-30,39,162,49.87799835205078
114.881187439,30.402767181000097,2020-01-25,1,162,49.87799835205078
114.881187439,30.402767181000097,2020-02-19,4,162,49.87799835205078
114.881187439,30.402767181000097,2020-02-26,2,162,49.87799835205078
114.881187439,30.402767181000097,2020-02-05,50,162,49.87799835205078
114.881187439,30.402767181000097,2020-02-20,25,162,49.87799835205078
114.881187439,30.402767181000097,2020-02-06,41,162,49.87799835205078
114.881187439,30.402767181000097,2020-02-08,98,162,49.87799835205078
114.881187439,30.402767181000097,2020-02-02,51,162,49.87799835205078
114.881187439,30.402767181000097,2020-01-28,37,162,49.87799835205078
114.881187439,30.402767181000097,2020-02-17,44,162,49.87799835205078
114.881187439,30.402767181000097,2020-02-24,4,162,49.87799835205078
114.881187439,30.402767181000097,2020-01-31,66,162,49.87799835205078
114.881187439,30.402767181000097,2020-02-11,65,162,49.87799835205078
114.881187439,30.402767181000097,2020-02-18,65,162,49.87799835205078
114.881187439,30.402767181000097,2020-02-21,5,162,49.87799835205078
114.881187439,30.402767181000097,2020-02-03,28,162,49.87799835205078
114.881187439,30.402767181000097,2020-03-01,1,162,49.87799835205078
114.881187439,30.402767181000097,2020-02-15,67,162,49.87799835205078
114.881187439,30.402767181000097,2020-02-14,60,162,49.87799835205078
114.881187439,30.402767181000097,2020-02-10,86,162,49.87799835205078
114.881187439,30.402767181000097,2020-02-07,48,162,49.87799835205078
114.881187439,30.402767181000097,2020-02-12,71,162,49.87799835205078
114.881187439,30.402767181000097,2020-01-27,19,162,49.87799835205078
114.881187439,30.402767181000097,2020-02-23,4,162,49.87799835205078
114.881187439,30.402767181000097,2020-02-25,2,162,49.87799835205078
114.881187439,30.402767181000097,2020-02-09,70,162,49.87799835205078
114.881187439,30.402767181000097,2020-02-01,38,162,49.87799835205078
114.881187439,30.402767181000097,2020-02-27,2,162,49.87799835205078
114.8834,32.08258,2020-02-04,26,443,238.35800170898438
114.8834,32.08258,2020-02-03,13,443,238.35800170898438
114.8834,32.08258,2020-02-02,11,443,238.35800170898438
114.8834,32.08258,2020-02-17,4,443,238.35800170898438
114.8834,32.08258,2020-02-16,1,443,238.35800170898438
114.8834,32.08258,2020-02-06,12,443,238.35800170898438
114.8834,32.08258,2020-02-08,13,443,238.35800170898438
114.8834,32.08258,2020-02-07,16,443,238.35800170898438
114.8834,32.08258,2020-02-05,24,443,238.35800170898438
114.8834,32.08258,2020-02-14,9,443,238.35800170898438
114.8834,32.08258,2020-02-15,9,443,238.35800170898438
114.9369,32.779759999999996,2020-02-05,1,557,35.16636276245117
114.9579,24.046529999999997,2020-02-07,1,327,216.12173461914062
114.9579,24.046529999999997,2020-02-06,1,327,216.12173461914062
114.9579,24.046529999999997,2020-01-28,1,327,216.12173461914062
114.9579,24.046529999999997,2020-02-16,1,327,216.12173461914062
114.9732,28.30755,2020-02-04,3,116,181.65939331054688
114.9732,28.30755,2020-01-29,12,116,181.65939331054688
114.9732,28.30755,2020-01-28,8,116,181.65939331054688
114.9732,28.30755,2020-02-13,6,116,181.65939331054688
114.9732,28.30755,2020-02-08,7,116,181.65939331054688
114.9732,28.30755,2020-02-06,8,116,181.65939331054688
114.9732,28.30755,2020-02-07,5,116,181.65939331054688
114.9732,28.30755,2020-01-31,5,116,181.65939331054688
114.9732,28.30755,2020-02-14,1,116,181.65939331054688
114.9732,28.30755,2020-02-02,6,116,181.65939331054688
114.9732,28.30755,2020-02-15,2,116,181.65939331054688
114.9732,28.30755,2020-02-05,6,116,181.65939331054688
114.9732,28.30755,2020-02-03,9,116,181.65939331054688
114.9732,28.30755,2020-01-26,5,116,181.65939331054688
114.9732,28.30755,2020-02-16,2,116,181.65939331054688
114.9732,28.30755,2020-01-24,1,116,181.65939331054688
115.0351,40.87393,2020-01-31,2,364,81.22679138183594
115.0351,40.87393,2020-02-04,1,364,81.22679138183594
115.0351,40.87393,2020-02-01,1,364,81.22679138183594
115.0351,40.87393,2020-02-13,6,364,81.22679138183594
115.0351,40.87393,2020-01-29,6,364,81.22679138183594
115.0351,40.87393,2020-02-06,1,364,81.22679138183594
115.0351,40.87393,2020-02-05,1,364,81.22679138183594
115.074989319,30.213798523,2020-02-24,4,159,12.020071983337402
115.074989319,30.213798523,2020-01-27,5,159,12.020071983337402
115.074989319,30.213798523,2020-02-05,104,159,12.020071983337402
115.074989319,30.213798523,2020-02-01,41,159,12.020071983337402
115.074989319,30.213798523,2020-02-18,2,159,12.020071983337402
115.074989319,30.213798523,2020-02-03,82,159,12.020071983337402
115.074989319,30.213798523,2020-02-20,2,159,12.020071983337402
115.074989319,30.213798523,2020-02-13,37,159,12.020071983337402
115.074989319,30.213798523,2020-02-11,30,159,12.020071983337402
115.074989319,30.213798523,2020-02-25,3,159,12.020071983337402
115.074989319,30.213798523,2020-01-31,55,159,12.020071983337402
115.074989319,30.213798523,2020-02-04,71,159,12.020071983337402
115.074989319,30.213798523,2020-02-16,8,159,12.020071983337402
115.074989319,30.213798523,2020-02-26,3,159,12.020071983337402
115.074989319,30.213798523,2020-02-09,57,159,12.020071983337402
115.074989319,30.213798523,2020-02-02,43,159,12.020071983337402
115.074989319,30.213798523,2020-01-29,33,159,12.020071983337402
115.074989319,30.213798523,2020-03-01,1,159,12.020071983337402
115.074989319,30.213798523,2020-02-12,39,159,12.020071983337402
115.074989319,30.213798523,2020-01-30,27,159,12.020071983337402
115.074989319,30.213798523,2020-02-07,69,159,12.020071983337402
115.074989319,30.213798523,2020-01-28,17,159,12.020071983337402
115.074989319,30.213798523,2020-02-08,68,159,12.020071983337402
115.074989319,30.213798523,2020-02-27,2,159,12.020071983337402
115.074989319,30.213798523,2020-02-14,32,159,12.020071983337402
115.074989319,30.213798523,2020-02-22,5,159,12.020071983337402
115.074989319,30.213798523,2020-02-15,37,159,12.020071983337402
115.074989319,30.213798523,2020-02-21,7,159,12.020071983337402
115.074989319,30.213798523,2020-02-06,57,159,12.020071983337402
115.074989319,30.213798523,2020-01-25,31,159,12.020071983337402
115.074989319,30.213798523,2020-02-23,4,159,12.020071983337402
115.074989319,30.213798523,2020-02-10,45,159,12.020071983337402
115.1701,39.02267,2020-01-25,1,178,71.92191314697266
115.1701,39.02267,2020-02-06,1,178,71.92191314697266
115.1701,39.02267,2020-02-01,2,178,71.92191314697266
115.1701,39.02267,2020-01-29,4,178,71.92191314697266
115.1701,39.02267,2020-01-30,4,178,71.92191314697266
115.1701,39.02267,2020-02-08,3,178,71.92191314697266
115.1701,39.02267,2020-01-26,2,178,71.92191314697266
115.1701,39.02267,2020-02-04,4,178,71.92191314697266
115.2745,25.71368,2020-02-08,5,106,65.0273666381836
115.2745,25.71368,2020-01-28,9,106,65.0273666381836
115.2745,25.71368,2020-01-24,2,106,65.0273666381836
115.2745,25.71368,2020-02-04,6,106,65.0273666381836
115.2745,25.71368,2020-01-26,5,106,65.0273666381836
115.2745,25.71368,2020-02-05,4,106,65.0273666381836
115.2745,25.71368,2020-01-29,11,106,65.0273666381836
115.2745,25.71368,2020-02-06,7,106,65.0273666381836
115.2745,25.71368,2020-02-07,5,106,65.0273666381836
115.2745,25.71368,2020-01-31,7,106,65.0273666381836
115.2745,25.71368,2020-02-02,2,106,65.0273666381836
115.2745,25.71368,2020-02-03,7,106,65.0273666381836
115.2794,35.80833,2020-02-08,2,383,14.2341890335083
115.2794,35.80833,2020-02-03,5,383,14.2341890335083
115.2794,35.80833,2020-02-07,2,383,14.2341890335083
115.2794,35.80833,2020-01-30,2,383,14.2341890335083
115.2794,35.80833,2020-02-14,4,383,14.2341890335083
115.2794,35.80833,2020-02-05,1,383,14.2341890335083
115.3716,33.88942,2020-02-02,1,446,264.51470947265625
115.4418,29.3255,2020-01-24,2,121,157.5745086669922
115.4418,29.3255,2020-02-13,5,121,157.5745086669922
115.4418,29.3255,2020-01-29,26,121,157.5745086669922
115.4418,29.3255,2020-02-07,2,121,157.5745086669922
115.4418,29.3255,2020-01-28,12,121,157.5745086669922
115.4418,29.3255,2020-02-15,2,121,157.5745086669922
115.4418,29.3255,2020-02-04,8,121,157.5745086669922
115.4418,29.3255,2020-02-17,1,121,157.5745086669922
115.4418,29.3255,2020-02-03,14,121,157.5745086669922
115.4418,29.3255,2020-02-14,1,121,157.5745086669922
115.4418,29.3255,2020-01-31,14,121,157.5745086669922
115.4418,29.3255,2020-02-02,9,121,157.5745086669922
115.4418,29.3255,2020-01-26,2,121,157.5745086669922
115.4418,29.3255,2020-02-06,3,121,157.5745086669922
115.4418,29.3255,2020-02-08,3,121,157.5745086669922
115.4418,29.3255,2020-02-05,6,121,157.5745086669922
115.5411,23.0011,2020-01-31,1,185,134.55758666992188
115.5411,23.0011,2020-01-26,1,185,134.55758666992188
115.5411,23.0011,2020-02-02,1,185,134.55758666992188
115.5411,23.0011,2020-01-29,1,185,134.55758666992188
115.5438,44.24353,2020-01-25,1,181,670.6533813476562
115.5438,44.24353,2020-02-18,1,181,670.6533813476562
115.5438,44.24353,2020-02-05,2,181,670.6533813476562
115.5438,44.24353,2020-01-26,1,181,670.6533813476562
115.6914,35.15343,2020-01-26,1,233,136.47447204589844
115.6914,35.15343,2020-01-29,2,233,136.47447204589844
115.6914,35.15343,2020-01-27,4,233,136.47447204589844
115.6914,35.15343,2020-02-03,1,233,136.47447204589844
115.6977,34.28974,2020-02-04,1,296,105.5983657836914
115.6977,34.28974,2020-02-05,5,296,105.5983657836914
115.6977,34.28974,2020-01-30,9,296,105.5983657836914
115.6977,34.28974,2020-02-06,7,296,105.5983657836914
115.6977,34.28974,2020-02-14,2,296,105.5983657836914
115.6977,34.28974,2020-01-27,7,296,105.5983657836914
115.6977,34.28974,2020-02-15,1,296,105.5983657836914
115.6977,34.28974,2020-02-07,4,296,105.5983657836914
115.6977,34.28974,2020-02-03,10,296,105.5983657836914
115.6977,34.28974,2020-02-02,5,296,105.5983657836914
115.6977,34.28974,2020-01-29,11,296,105.5983657836914
115.6977,34.28974,2020-02-08,7,296,105.5983657836914
115.6979,32.13325,2020-02-05,2,556,143.2801971435547
115.7036,32.9188,2020-02-14,4,42,97.54000091552734
115.7036,32.9188,2020-02-05,11,42,97.54000091552734
115.7036,32.9188,2020-01-27,11,42,97.54000091552734
115.7036,32.9188,2020-01-31,9,42,97.54000091552734
115.7036,32.9188,2020-02-04,5,42,97.54000091552734
115.7036,32.9188,2020-01-29,7,42,97.54000091552734
115.7036,32.9188,2020-02-11,6,42,97.54000091552734
115.7036,32.9188,2020-02-02,6,42,97.54000091552734
115.7036,32.9188,2020-01-24,5,42,97.54000091552734
115.7036,32.9188,2020-02-13,4,42,97.54000091552734
115.7036,32.9188,2020-02-15,2,42,97.54000091552734
115.7036,32.9188,2020-01-30,10,42,97.54000091552734
115.7036,32.9188,2020-02-17,1,42,97.54000091552734
115.7036,32.9188,2020-02-07,8,42,97.54000091552734
115.7036,32.9188,2020-02-12,4,42,97.54000091552734
115.7036,32.9188,2020-02-06,10,42,97.54000091552734
115.7036,32.9188,2020-01-22,1,42,97.54000091552734
115.7036,32.9188,2020-02-16,1,42,97.54000091552734
115.7036,32.9188,2020-01-25,3,42,97.54000091552734
115.7036,32.9188,2020-02-08,5,42,97.54000091552734
115.7036,32.9188,2020-01-23,1,42,97.54000091552734
115.8236,37.76365,2020-02-08,1,314,40.11439514160156
115.8236,37.76365,2020-01-27,2,314,40.11439514160156
115.8236,37.76365,2020-02-05,2,314,40.11439514160156
115.8236,37.76365,2020-01-29,2,314,40.11439514160156
115.8236,37.76365,2020-02-03,1,314,40.11439514160156
115.8797,36.457609999999995,2020-01-29,1,238,85.76801300048828
115.8797,36.457609999999995,2020-02-03,1,238,85.76801300048828
115.8797,36.457609999999995,2020-01-26,1,238,85.76801300048828
115.8797,36.457609999999995,2020-01-28,1,238,85.76801300048828
115.8952,36.44981,2020-01-27,1,307,85.76801300048828
115.8952,36.44981,2020-02-04,2,307,85.76801300048828
116.0257,28.66149,2020-01-26,5,35,23.588499069213867
116.0257,28.66149,2020-02-17,1,35,23.588499069213867
116.0257,28.66149,2020-02-08,11,35,23.588499069213867
116.0257,28.66149,2020-02-13,7,35,23.588499069213867
116.0257,28.66149,2020-02-04,13,35,23.588499069213867
116.0257,28.66149,2020-02-18,1,35,23.588499069213867
116.0257,28.66149,2020-02-05,15,35,23.588499069213867
116.0257,28.66149,2020-01-28,17,35,23.588499069213867
116.0257,28.66149,2020-02-15,5,35,23.588499069213867
116.0257,28.66149,2020-02-16,1,35,23.588499069213867
116.0257,28.66149,2020-01-31,22,35,23.588499069213867
116.0257,28.66149,2020-01-22,1,35,23.588499069213867
116.0257,28.66149,2020-02-06,13,35,23.588499069213867
116.0257,28.66149,2020-02-14,5,35,23.588499069213867
116.0257,28.66149,2020-02-07,6,35,23.588499069213867
116.0257,28.66149,2020-02-03,18,35,23.588499069213867
116.0257,28.66149,2020-02-02,13,35,23.588499069213867
116.0257,28.66149,2020-01-29,42,35,23.588499069213867
116.0257,28.66149,2020-01-24,2,35,23.588499069213867
116.0288,35.27391,2020-02-04,1,526,86.21595764160156
116.0807,24.20478,2020-02-07,1,188,64.4457015991211
116.0807,24.20478,2020-02-04,1,188,64.4457015991211
116.0807,24.20478,2020-02-15,1,188,64.4457015991211
116.0807,24.20478,2020-02-02,1,188,64.4457015991211
116.0807,24.20478,2020-02-05,2,188,64.4457015991211
116.0807,24.20478,2020-01-28,1,188,64.4457015991211
116.0807,24.20478,2020-02-03,3,188,64.4457015991211
116.0807,24.20478,2020-01-27,2,188,64.4457015991211
116.0807,24.20478,2020-02-14,1,188,64.4457015991211
116.0807,24.20478,2020-01-26,1,188,64.4457015991211
116.0807,24.20478,2020-02-01,1,188,64.4457015991211
116.0807,24.20478,2020-02-13,1,188,64.4457015991211
116.1108,34.73318,2020-02-04,1,524,140.96176147460938
116.1185,23.33707,2020-01-29,2,187,48.691802978515625
116.1185,23.33707,2020-02-05,1,187,48.691802978515625
116.1185,23.33707,2020-01-27,1,187,48.691802978515625
116.1185,23.33707,2020-01-26,3,187,48.691802978515625
116.1236,44.07095,2020-02-03,1,503,459.841796875
116.1236,44.07095,2020-02-04,1,503,459.841796875
116.1246,25.13598,2020-02-08,1,589,175.75672912597656
116.152,39.603320000000004,2020-02-05,1,566,183.56373596191406
116.152,39.603320000000004,2020-02-06,1,566,183.56373596191406
116.1737,39.92715,2020-01-22,1,50,38.265655517578125
116.1737,39.92715,2020-01-23,1,50,38.265655517578125
116.1808,33.43671,2020-02-13,6,170,46.8335075378418
116.1808,33.43671,2020-02-12,4,170,46.8335075378418
116.1808,33.43671,2020-02-11,5,170,46.8335075378418
116.1808,33.43671,2020-02-04,10,170,46.8335075378418
116.1808,33.43671,2020-02-15,1,170,46.8335075378418
116.1808,33.43671,2020-02-14,1,170,46.8335075378418
116.1808,33.43671,2020-02-02,11,170,46.8335075378418
116.1808,33.43671,2020-01-29,12,170,46.8335075378418
116.1808,33.43671,2020-02-08,6,170,46.8335075378418
116.1808,33.43671,2020-01-27,2,170,46.8335075378418
116.1808,33.43671,2020-02-05,8,170,46.8335075378418
116.1808,33.43671,2020-01-31,7,170,46.8335075378418
116.1808,33.43671,2020-01-25,6,170,46.8335075378418
